TextName:Lat,Long,Location,Dialect,Genre,YoC,YoM,AuthName,AuthBD,AuthSex,AuthAge,RecName,RecBD,RecSex,RecAge,RecRelation,Words,OCWords,NamWords,ForWords,Types,OCTypes,NamTypes,ForTypes,Chars,OCChars,NamChars,ForChars,Tokens
OSBORNE_039:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1051,227,16,0,314,164,11,0,10475,1252,107,0,53
OSBORNE_040:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1356,306,17,3,416,206,16,3,12989,1656,90,21,63
OSBORNE_041:x,x,x,x,l,1653,1653,Thomas_Peyton,1613,m,40,Dorothy_Osborne/temple,1627,f,26,SISTER_IN_LAW,298,63,10,0,153,57,10,0,2226,377,58,0,9
OSBORNE_042:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,386,86,3,0,169,74,3,0,3266,466,17,0,15
OSBORNE_043:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1319,301,8,4,383,203,8,2,12225,1604,34,12,60
OSBORNE_044:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1556,358,29,4,437,237,25,4,14718,1973,136,23,72
OSBORNE_045:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,2157,493,8,0,534,329,7,0,19425,2772,51,0,92
OSBORNE_046:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1953,398,19,0,487,269,18,0,18590,2244,99,0,91
OSBORNE_047:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1867,391,19,2,464,252,18,2,18483,2033,103,14,94
OSBORNE_048:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,436,85,4,0,158,68,4,0,4964,433,20,0,28
OSBORNE_049:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,1468,323,12,2,444,237,10,2,13188,1986,66,13,60
OSBORNE_050:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,2184,481,18,0,553,321,15,0,20446,2767,89,0,98
OSBORNE_051:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,428,81,3,0,167,69,3,0,4184,459,6,0,21
OSBORNE_052:x,x,x,x,l,1653,1653,Dorothy_Osborne/temple,1627,f,26,William_Temple,1628,m,25,FUTURE_HUSBAND,647,143,5,0,226,118,4,0,5822,793,21,0,28
OSBORNE_053:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,342,64,3,0,136,52,3,0,3703,359,16,0,20
OSBORNE_054:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,839,184,9,0,273,141,4,0,7932,1033,28,0,39
OSBORNE_055:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1193,265,4,0,371,197,3,0,10932,1576,19,0,51
OSBORNE_056:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1106,235,10,0,353,185,8,0,13220,1297,43,0,73
OSBORNE_057:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1550,352,10,0,460,264,8,0,15420,1929,66,0,77
OSBORNE_058:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1604,353,10,3,467,252,10,3,15447,2032,59,18,75
OSBORNE_059:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,2369,531,19,0,592,359,15,0,23810,3005,84,0,120
OSBORNE_060:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,2083,412,12,5,545,287,12,5,20932,2269,89,32,106
OSBORNE_061:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,2508,549,38,0,623,344,31,0,25462,3038,215,0,129
OSBORNE_062:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1694,351,39,0,483,249,29,0,15938,1947,179,0,78
OSBORNE_063:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1310,298,3,0,399,222,2,0,11940,1793,11,0,56
OSBORNE_064:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,627,139,14,0,256,109,14,0,6494,727,84,0,33
OSBORNE_065:x,x,x,x,l,1654,1654,William_Temple,1628,m,26,Dorothy_Osborne/temple,1627,f,27,FUTURE_WIFE,1098,240,5,0,330,171,4,0,11030,1313,27,0,56
OSBORNE_066:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1893,402,41,0,517,275,34,0,18522,2178,253,0,92
OSBORNE_067:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,451,87,13,0,188,75,13,0,5161,457,73,0,28
OSBORNE_068:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,830,189,8,0,277,143,8,0,8832,1064,38,0,46
OSBORNE_069:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1277,276,15,3,394,206,14,3,13500,1535,90,12,70
OSBORNE_070:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,388,72,6,17,178,64,5,15,4273,364,28,72,23
OSBORNE_071:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,284,63,2,0,126,55,2,0,2855,324,8,0,15
OSBORNE_072:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,620,132,4,0,240,109,3,0,6258,707,20,0,32
OSBORNE_073:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,725,167,3,0,276,135,3,0,6873,950,9,0,33
OSBORNE_074:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,818,191,3,0,279,148,2,0,8831,1005,17,0,47
OSBORNE_075:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,832,184,10,0,303,151,10,0,8032,964,58,0,40
OSBORNE_076:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,229,50,1,0,104,41,1,0,2033,242,6,0,10
OSBORNE_077:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,1125,248,3,0,332,174,2,0,9511,1361,10,0,43
OSBORNE_078:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,542,116,2,0,213,96,2,0,4694,614,6,0,22
OSBORNE_079:x,x,x,x,l,1654,1654,Dorothy_Osborne/temple,1627,f,27,William_Temple,1628,m,26,FUTURE_HUSBAND,361,85,3,0,155,68,3,0,2960,449,24,0,13
OSBORNE_080:x,x,x,x,l,1655,1655,Dorothy_Osborne/temple,1627,f,28,William_Temple,1628,m,27,HUSBAND,150,32,6,0,87,31,6,0,1466,171,34,0,8
OSBORNE_081:x,x,x,x,l,1655,1655,Dorothy_Osborne/temple,1627,f,28,William_Temple,1628,m,27,HUSBAND,126,30,10,0,78,28,10,0,1145,146,49,0,6
OSBORNE_082:x,x,x,x,l,1656,1656,Dorothy_Osborne/temple,1627,f,29,William_Temple,1628,m,28,HUSBAND,673,157,11,0,270,129,10,0,5676,830,57,0,29
OSBORNE_083:x,x,x,x,l,1656,1656,Dorothy_Osborne/temple,1627,f,29,William_Temple,1628,m,28,HUSBAND,630,149,16,0,238,114,12,0,7285,744,98,0,45
OSBORNE_084:x,x,x,x,l,1656,1656,Dorothy_Osborne/temple,1627,f,29,William_Temple,1628,m,28,HUSBAND,264,61,6,0,124,54,6,0,2739,295,25,0,16
OSBORNE_085:x,x,x,x,l,1656,1656,Dorothy_Osborne/temple,1627,f,29,William_Temple,1628,m,28,HUSBAND,187,44,5,0,108,40,5,0,1888,211,17,0,11
OSBORNE_086:x,x,x,x,l,1657,1657,Dorothy_Osborne/temple,1627,f,30,William_Temple,1628,m,29,HUSBAND,670,150,7,0,261,120,7,0,6704,728,30,0,39
OSBORNE_087:x,x,x,x,l,1657,1657,Dorothy_Osborne/temple,1627,f,30,William_Temple,1628,m,29,HUSBAND,504,110,22,1,223,99,19,1,5237,556,123,2,30
OXINDE_001:x,x,x,x,l,1607,1607,Richard_Oxinden_Sr,1588,m,19,James_Oxinden_I,1586,m,21,BROTHER,183,51,4,0,111,49,4,0,1450,328,27,0,6
OXINDE_002:x,x,x,x,l,1607,1607,James_Oxinden_I,1586,m,21,Richard_Oxinden_Sr,1588,m,19,BROTHER,153,38,7,0,86,34,7,0,1319,188,42,0,7
OXINDE_003:x,x,x,x,l,1607,1607,Richard_Oxinden_Sr,1588,m,19,James_Oxinden_I,1586,m,21,BROTHER,183,54,3,0,113,48,3,0,1510,306,17,0,7
OXINDE_004:x,x,x,x,l,1624,1624,Valentine_Pettit_Sr,1570,m,54,Henry_Pettit,1595,m,29,SON,241,58,13,0,125,50,11,0,1511,326,75,0,5
OXINDE_005:x,x,x,x,l,1624,1624,Valentine_Pettit_Sr,1570,m,54,Henry_Pettit,1595,m,29,SON,255,55,13,0,123,46,11,0,2358,299,80,0,13
OXINDE_006:x,x,x,x,l,1625,1625,Valentine_Pettit_Sr,1570,m,55,Richard_Oxinden_Sr,1588,m,37,KIN,305,72,16,0,153,59,12,0,2511,439,98,0,12
OXINDE_007:x,x,x,x,l,1625,1625,Richard_Oxinden_Sr,1588,m,37,Valentine_Pettit_Sr,1570,m,55,KIN,94,23,3,0,57,18,3,0,804,145,22,0,4
OXINDE_008:x,x,x,x,l,1625,1625,Valentine_Pettit_Sr,1570,m,55,Richard_Oxinden_Sr,1588,m,37,KIN,112,23,11,0,59,20,7,0,1294,152,52,0,8
OXINDE_009:x,x,x,x,l,1626,1626,Valentine_Pettit_Jr,1597,m,29,Hanna_Pettit[n.sprakeling],1599,f,27,SISTER_IN_LAW,237,59,10,4,127,55,10,4,2016,339,67,16,8
OXINDE_010:x,x,x,x,l,1626,1626,Richard_Oxinden_Sr,1588,m,38,Henry_Oxinden[barham],1608,m,18,SON,268,59,14,0,133,50,12,0,2355,311,91,0,12
OXINDE_011:x,x,x,x,l,1626,1626,James_Holt,1607,m,19,Henry_Oxinden[barham],1608,m,18,FRIEND,324,76,6,14,183,70,6,14,2864,457,30,73,16
OXINDE_012:x,x,x,x,l,1626,1626,Mary_Proud[n.sprakeling],1583,f,43,Katherine_Sprakeling,_,f,_,MOTHER,221,53,11,0,115,47,9,0,2602,249,56,0,15
OXINDE_013:x,x,x,x,l,1627,1627,Richard_Oxinden_Sr,1588,m,39,Henry_Oxinden[barham],1608,m,19,SON,279,58,9,0,121,44,8,0,2561,311,47,0,14
OXINDE_014:x,x,x,x,l,1627,1627,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,308,76,10,4,144,67,9,4,2505,438,55,19,15
OXINDE_015:x,x,x,x,l,1627,1627,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,546,121,10,17,237,101,8,16,4365,744,57,79,25
OXINDE_016:x,x,x,x,l,1627,1627,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,349,79,15,5,166,68,14,5,2902,466,89,24,17
OXINDE_017:x,x,x,x,l,1627,1627,James_Holt,1607,m,20,Henry_Oxinden[barham],1608,m,19,FRIEND,443,100,36,1,203,81,27,1,4316,604,198,6,26
OXINDE_018:x,x,x,x,l,1628,1628,James_Holt,1607,m,21,Henry_Oxinden[barham],1608,m,20,FRIEND,356,70,25,3,173,58,18,3,3097,439,145,19,17
OXINDE_019:x,x,x,x,l,1628,1628,Valentine_Pettit_Jr,1597,m,31,Richard_Oxinden_Sr,1588,m,40,KIN,430,105,16,0,182,80,9,0,3237,629,86,0,15
OXINDE_020:x,x,x,x,l,1629,1629,Richard_Oxinden_Jr,1613,m,16,Henry_Oxinden[barham],1608,m,21,BROTHER,249,51,11,0,119,41,11,0,2181,259,63,0,11
OXINDE_021:x,x,x,x,l,1629,1629,James_Oxinden_Ii,1612,m,17,Henry_Oxinden[barham],1608,m,21,BROTHER,449,108,11,0,169,76,11,0,3802,578,76,0,19
OXINDE_022:x,x,x,x,L,1629,1629,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,21,x,211,51,4,2,125,51,4,2,1288,309,25,4,5
OXINDE_023:x,x,x,x,l,1629,1629,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,406,90,15,3,198,79,15,3,3079,552,94,14,16
OXINDE_024:x,x,x,x,L,1629,1629,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,21,x,264,65,4,0,135,56,4,0,1948,404,30,0,10
OXINDE_025:x,x,x,x,l,1629,1629,James_Holt,1607,m,22,Henry_Oxinden[barham],1608,m,21,FRIEND,152,32,5,0,87,31,5,0,1470,195,27,0,9
OXINDE_026:x,x,x,x,l,1629,1629,James_Oxinden_Ii,1612,m,17,Henry_Oxinden[barham],1608,m,21,BROTHER,305,71,10,0,135,56,10,0,2277,394,62,0,10
OXINDE_027:x,x,x,x,l,1629,1629,James_Oxinden_I,1586,m,43,Henry_Oxinden[barham],1608,m,21,NEPHEW,190,46,7,0,112,43,7,0,1504,279,39,0,7
OXINDE_028:x,x,x,x,l,1630,1630,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,222,57,7,2,127,54,6,2,1689,334,33,8,9
OXINDE_029:x,x,x,x,L,1630,1630,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,22,x,344,85,9,0,169,75,6,0,2506,448,53,0,13
OXINDE_030:x,x,x,x,l,1630,1630,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,149,28,11,2,91,28,10,2,1201,169,51,8,7
OXINDE_031:x,x,x,x,l,1630,1630,James_Oxinden_I,1586,m,44,Katherine_Oxinden[n.sprakeling],1587,f,43,SISTER_IN_LAW,222,57,6,0,121,49,6,0,1922,330,39,0,8
OXINDE_032:x,x,x,x,L,1630,1630,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,22,x,358,84,16,0,182,75,14,0,2728,497,104,0,14
OXINDE_033:x,x,x,x,L,1631,1631,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,23,x,278,78,6,0,154,75,5,0,2067,499,33,0,10
OXINDE_034:x,x,x,x,L,1631,1631,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,23,x,293,66,8,0,145,57,8,0,2108,384,39,0,11
OXINDE_035:x,x,x,x,l,1631,1631,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,411,95,20,1,194,85,15,1,3462,553,92,7,21
OXINDE_036:x,x,x,x,L,1631,1631,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,23,x,240,62,3,0,126,55,3,0,1674,380,18,0,8
OXINDE_037:x,x,x,x,l,1631,1631,James_Holt,1607,m,24,Henry_Oxinden[barham],1608,m,23,FRIEND,455,109,11,0,190,87,9,0,3666,640,57,0,20
OXINDE_038:x,x,x,x,L,1631,1631,Francis_Blechynden,_,m,_,Henry_Oxinden[barham],1608,m,23,x,218,55,6,0,126,48,6,0,1560,295,33,0,8
OXINDE_039:x,x,x,x,l,1631,1631,Henry_Oxinden[barham],1608,m,23,James_Holt,1607,m,24,FRIEND,623,152,10,0,258,130,8,0,4756,913,61,0,24
OXINDE_040:x,x,x,x,l,1631,1631,James_Holt,1607,m,24,Henry_Oxinden[barham],1608,m,23,FRIEND,555,127,19,0,215,99,14,0,5053,777,101,0,30
OXINDE_041:x,x,x,x,l,1631,1631,Henry_Oxinden[barham],1608,m,23,James_Holt,1607,m,24,FRIEND,581,137,11,1,240,109,10,1,3808,867,55,3,15
OXINDE_042:x,x,x,x,l,1631,1631,James_Holt,1607,m,24,Henry_Oxinden[barham],1608,m,23,FRIEND,238,50,5,0,109,43,5,0,2340,283,25,0,15
OXINDE_043:x,x,x,x,l,1631,1631,James_Oxinden_Ii,1612,m,19,Henry_Oxinden[barham],1608,m,23,BROTHER,372,90,10,3,167,79,10,3,3656,508,53,18,20
OXINDE_044:x,x,x,x,l,1631,1631,James_Oxinden_I,1586,m,45,Henry_Oxinden[barham],1608,m,23,NEPHEW,170,39,4,0,96,36,4,0,1577,192,23,0,9
OXINDE_045:x,x,x,x,l,1631,1631,James_Oxinden_Ii,1612,m,19,Henry_Oxinden[barham],1608,m,23,BROTHER,307,87,7,2,141,68,7,2,2192,462,40,12,9
OXINDE_046:x,x,x,x,l,1631,1631,James_Holt,1607,m,24,Henry_Oxinden[barham],1608,m,23,FRIEND,345,82,5,0,160,74,5,0,2986,498,22,0,17
OXINDE_047:x,x,x,x,l,1631,1631,James_Oxinden_I,1586,m,45,Henry_Oxinden[barham],1608,m,23,NEPHEW,183,40,3,0,106,38,3,0,1675,229,18,0,9
OXINDE_048:x,x,x,x,l,1632,1632,Thomas_Coppin,_,m,_,Vincent_Denne,_,m,_,UNCLE,536,142,7,2,237,126,6,2,3853,840,33,11,20
OXINDE_049:x,x,x,x,l,1631,1631,Richard_Oxinden_Jr,1613,m,18,Valentine_Pettit_Jr,1597,m,34,KIN,504,138,15,0,212,114,12,0,3784,767,106,0,18
OXINDE_050:x,x,x,x,l,1633,1633,James_Oxinden_Ii,1612,m,21,Henry_Oxinden[barham],1608,m,25,BROTHER,911,198,6,58,316,135,6,55,7542,1102,37,337,36
OXINDE_051:x,x,x,x,l,1633,1633,Mary_Peyton[n.aston],_,f,_,Anne_Oxinden[n.peyton],1612,f,21,DAUGHTER,435,93,9,0,171,76,8,0,4384,480,53,0,24
OXINDE_052:x,x,x,x,l,1633,1633,Thomas_Peyton,1613,m,20,Anne_Oxinden[n.peyton],1612,f,21,SISTER,578,138,25,0,266,120,22,0,5101,813,142,0,25
OXINDE_053:x,x,x,x,l,1633,1633,Henry_Oxinden[deane],1614,m,19,Henry_Oxinden[barham],1608,m,25,COUSIN,214,65,4,0,118,56,4,0,1808,393,20,0,8
OXINDE_054:x,x,x,x,l,1633,1633,James_Oxinden_I,1586,m,47,Henry_Oxinden[barham],1608,m,25,NEPHEW,168,39,7,0,109,36,6,0,1189,222,42,0,5
OXINDE_055:x,x,x,x,l,1634,1634,Katherine_Oxinden[n.sprakeling],1587,f,47,Henry_Oxinden[barham],1608,m,26,SON,214,50,12,0,107,44,10,0,2245,218,65,0,12
OXINDE_056:x,x,x,x,l,1634,1634,James_Oxinden_Ii,1612,m,22,Henry_Oxinden[barham],1608,m,26,BROTHER,447,106,6,13,205,90,5,13,3934,658,27,71,19
OXINDE_057:x,x,x,x,L,1634,1634,Katherine_Oxinden[n.sprakeling],1587,f,47,Peter_Heyman,_,m,_,x,258,58,6,0,126,48,6,0,1964,294,36,0,11
OXINDE_058:x,x,x,x,l,1634,1634,James_Oxinden_Ii,1612,m,22,Henry_Oxinden[barham],1608,m,26,BROTHER,286,73,8,0,155,62,8,0,2313,450,54,0,10
OXINDE_059:x,x,x,x,l,1635,1635,James_Oxinden_Ii,1612,m,23,Henry_Oxinden[barham],1608,m,27,BROTHER,528,127,9,10,235,98,8,10,3668,734,47,62,14
OXINDE_060:x,x,x,x,l,1635,1635,Richard_Oxinden_Jr,1613,m,22,Henry_Oxinden[barham],1608,m,27,BROTHER,193,43,13,0,105,40,12,0,1873,225,81,0,10
OXINDE_061:x,x,x,x,l,1635,1635,Thomas_Peyton,1613,m,22,Henry_Oxinden[barham],1608,m,27,BROTHER_IN_LAW,507,135,7,5,238,122,6,5,5105,815,41,22,25
OXINDE_062:x,x,x,x,l,1635,1635,James_Oxinden_Ii,1612,m,23,Henry_Oxinden[barham],1608,m,27,BROTHER,350,86,6,8,181,80,6,8,2710,556,32,41,11
OXINDE_063:x,x,x,x,l,1636,1636,James_Oxinden_I,1586,m,50,Henry_Oxinden[barham],1608,m,28,NEPHEW,93,24,5,0,61,24,4,0,902,131,30,0,5
OXINDE_064:x,x,x,x,l,1636,1636,James_Oxinden_I,1586,m,50,Henry_Oxinden[barham],1608,m,28,NEPHEW,275,66,11,0,138,53,10,0,2006,373,60,0,9
OXINDE_065:x,x,x,x,l,1636,1636,James_Oxinden_I,1586,m,50,Henry_Oxinden[barham],1608,m,28,NEPHEW,167,46,4,0,97,42,4,0,1385,250,27,0,7
OXINDE_066:x,x,x,x,l,1636,1636,James_Oxinden_Ii,1612,m,24,Henry_Oxinden[barham],1608,m,28,BROTHER,397,97,6,0,163,75,5,0,3539,560,29,0,18
OXINDE_067:x,x,x,x,l,1636,1636,Henry_Oxinden[barham],1608,m,28,James_Oxinden_Ii,1612,m,24,BROTHER,384,105,3,10,178,87,3,10,2628,613,7,49,10
OXINDE_068:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,Henry_Oxinden[deane],1614,m,23,COUSIN,145,36,16,2,87,30,14,2,1229,166,91,15,6
OXINDE_069:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,Thomas_Barrow,_,m,_,BROTHER_IN_LAW,244,64,5,0,117,54,5,0,2217,354,25,0,11
OXINDE_070:x,x,x,x,l,1637,1637,Katherine_Oxinden[n.sprakeling],1587,f,50,Thomas_Barrow,_,m,_,SON_IN_LAW,583,120,12,0,190,75,9,0,6001,599,60,0,32
OXINDE_071:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,James_Oxinden_Ii,1612,m,25,BROTHER,391,101,8,9,166,79,5,9,3247,540,41,41,16
OXINDE_072:x,x,x,x,l,1637,1637,Mary_Proud[n.sprakeling],1583,f,54,Henry_Oxinden[barham],1608,m,29,NEPHEW,581,121,16,0,192,86,11,0,4983,581,96,0,26
OXINDE_073:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,Katherine_Oxinden[n.sprakeling],1587,f,50,MOTHER,246,55,26,1,119,46,19,1,2680,295,151,4,14
OXINDE_074:x,x,x,x,l,1637,1637,Katherine_Oxinden[n.sprakeling],1587,f,50,Henry_Oxinden[barham],1608,m,29,SON,269,65,15,0,124,56,15,0,3302,310,86,0,19
OXINDE_075:x,x,x,x,l,1637,1637,James_Oxinden_I,1586,m,51,Henry_Oxinden[barham],1608,m,29,NEPHEW,154,37,12,0,92,34,12,0,1253,222,67,0,6
OXINDE_076:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,Katherine_Oxinden[n.sprakeling],1587,f,50,MOTHER,88,19,7,2,63,19,7,1,837,104,41,6,4
OXINDE_077:x,x,x,x,l,1637,1637,Henry_Oxinden[barham],1608,m,29,Katherine_Oxinden[n.sprakeling],1587,f,50,MOTHER,207,49,10,0,112,44,8,0,2187,296,57,0,11
OXINDE_078:x,x,x,x,l,1638,1638,Henry_Oxinden[barham],1608,m,30,Katherine_Oxinden[n.sprakeling],1587,f,51,MOTHER,145,29,15,0,87,27,13,0,1541,163,83,0,8
OXINDE_079:x,x,x,x,l,1638,1638,Margaret_Oxinden,_,f,_,Henry_Oxinden[barham],1608,m,30,NEPHEW,284,64,4,0,139,54,4,0,2245,314,18,0,12
OXINDE_080:x,x,x,x,l,1638,1638,Katherine_Oxinden[n.sprakeling],1587,f,51,Henry_Oxinden[barham],1608,m,30,SON,329,78,23,0,147,60,18,0,4079,411,107,0,23
OXINDE_081:x,x,x,x,l,1638,1638,Henry_Oxinden[barham],1608,m,30,Katherine_Oxinden[n.sprakeling],1587,f,51,MOTHER,280,61,23,0,144,58,20,0,3589,363,129,0,20
OXINDE_082:x,x,x,x,l,1638,1638,Thomas_Peyton,1613,m,25,Henry_Oxinden[barham],1608,m,30,BROTHER_IN_LAW,728,180,22,3,299,150,19,2,6525,985,138,15,30
OXINDE_083:x,x,x,x,l,1639,1639,James_Oxinden_I,1586,m,53,Henry_Oxinden[barham],1608,m,31,NEPHEW,132,32,4,0,79,28,4,0,1129,171,22,0,6
OXINDE_084:x,x,x,x,l,1639,1639,Henry_Oxinden[barham],1608,m,31,Katherine_Oxinden[n.sprakeling],1587,f,52,MOTHER,371,92,18,1,170,72,14,1,3791,494,112,2,19
OXINDE_085:x,x,x,x,l,1639,1639,Henry_Oxinden[deane],1614,m,25,Henry_Oxinden[barham],1608,m,31,COUSIN,206,48,8,0,110,40,6,0,1768,246,50,0,9
OXINDE_086:x,x,x,x,l,1639,1639,Thomas_Peyton,1613,m,26,Henry_Oxinden[barham],1608,m,31,BROTHER_IN_LAW,343,88,17,0,173,78,13,0,2549,519,98,0,10
OXINDE_087:x,x,x,x,l,1639,1639,Henry_Oxinden[deane],1614,m,25,Henry_Oxinden[barham],1608,m,31,COUSIN,228,53,10,0,118,50,10,0,2355,299,61,0,13
OXINDE_088:x,x,x,x,l,1639,1639,Henry_Oxinden[barham],1608,m,31,Katherine_Oxinden[n.sprakeling],1587,f,52,MOTHER,640,143,56,0,255,114,36,0,6302,790,302,0,31
OXINDE_089:x,x,x,x,l,1639,1639,Katherine_Oxinden[n.sprakeling],1587,f,52,Henry_Oxinden[barham],1608,m,31,SON,403,103,18,0,176,82,17,0,4801,508,102,0,27
OXINDE_090:x,x,x,x,l,1639,1639,Henry_Oxinden[deane],1614,m,25,Henry_Oxinden[barham],1608,m,31,COUSIN,242,59,9,0,130,53,9,0,2278,328,52,0,12
OXINDE_091:x,x,x,x,l,1639,1639,Henry_Oxinden[barham],1608,m,31,Katherine_Oxinden[n.sprakeling],1587,f,52,MOTHER,269,70,19,0,126,51,15,0,2706,384,115,0,13
OXINDE_092:x,x,x,x,l,1639,1639,Henry_Oxinden[deane],1614,m,25,Henry_Oxinden[barham],1608,m,31,COUSIN,221,60,6,0,122,51,6,0,2113,332,33,0,11
OXINDE_093:x,x,x,x,l,1639,1639,James_Oxinden_Ii,1612,m,27,Henry_Oxinden[barham],1608,m,31,BROTHER,233,57,7,0,119,49,7,0,2504,339,33,0,14
OXINDE_094:x,x,x,x,l,1639,1639,Thomas_Peyton,1613,m,26,Henry_Oxinden[barham],1608,m,31,BROTHER_IN_LAW,464,108,11,29,217,92,10,28,4456,609,61,142,22
